,non,C,A,G,X,X1,X2,X3,node,tip,Species
68,0,0,1,0,0,0,0,0,68,19427puebar_puella_bar_Atlantic,puella
69,0,0,1,0,0,0,0,0,69,PL17_40chlpri_chlorurus_pri_Atlantic,chlorurus
70,0,0,1,0,0,0,0,0,70,PL17_62chlpri_chlorurus_pri_Atlantic,chlorurus
71,0,0,1,0,0,0,0,0,71,PL17_39chlpri_chlorurus_pri_Atlantic,chlorurus
72,0,0,1,0,0,0,0,0,72,PL17_53puepri_puella_pri_Atlantic,puella
73,0,0,1,0,0,0,0,0,73,PL17_37chlpri_chlorurus_pri_Atlantic,chlorurus
74,0,0,1,0,0,0,0,0,74,PL17_57puepri_puella_pri_Atlantic,puella
75,0,0,1,0,0,0,0,0,75,PL17_54puepri_puella_pri_Atlantic,puella
76,0,0,1,0,0,0,0,0,76,PL17_79abepri_aberrans_pri_Atlantic,aberrans
77,0,0,1,0,0,0,0,0,77,PL17_56tanpri_tan_pri_Atlantic,tan
78,0,0,1,0,0,0,0,0,78,PL17_60puepri_puella_pri_Atlantic,puella
79,0,0,1,0,0,0,0,0,79,19416chlbar_chlorurus_bar_Atlantic,chlorurus
80,0,0,1,0,0,0,0,0,80,PL17_76tanpri_tan_pri_Atlantic,tan
81,0,0,1,0,0,0,0,0,81,PL17_72tanpri_tan_pri_Atlantic,tan
82,0,0,1,0,0,0,0,0,82,PL17_23tanpri_tan_pri_Atlantic,tan
83,0,0,1,0,0,0,0,0,83,FL0324tanpri_tan_pri_Atlantic,tan
84,0,0,1,0,0,0,0,0,84,PL17_75abepri_aberrans_pri_Atlantic,aberrans
85,0,1,0,0,0,0,0,0,85,18179puebel_puella_bel_Caribbean,puella
86,0,1,0,0,0,0,0,0,86,28713puequi_puella_qui_Caribbean,puella
87,0,1,0,0,0,0,0,0,87,19546abegun_aberrans_gun_Caribbean,aberrans
88,0,1,0,0,0,0,0,0,88,20421ranhon_randallorum_hon_Caribbean,randallorum
89,0,1,0,0,0,0,0,0,89,18261unibel_unicolor_bel_Caribbean,unicolor
90,0,1,0,0,0,0,0,0,90,20633puehon_puella_hon_Caribbean,puella
91,0,1,0,0,0,0,0,0,91,20638puehon_puella_hon_Caribbean,puella
92,0,1,0,0,0,0,0,0,92,20572unihon_unicolor_hon_Caribbean,unicolor
93,0,1,0,0,0,0,0,0,93,20605nighon_nigricans_hon_Caribbean,nigricans
94,0,1,0,0,0,0,0,0,94,20551puehon_puella_hon_Caribbean,puella
95,0,1,0,0,0,0,0,0,95,18445uniboc_unicolor_boc_Caribbean,unicolor
96,0,1,0,0,0,0,0,0,96,20555puehon_puella_hon_Caribbean,puella
97,0,1,0,0,0,0,0,0,97,18454uniboc_unicolor_boc_Caribbean,unicolor
98,0,1,0,0,0,0,0,0,98,20120unibel_unicolor_bel_Caribbean,unicolor
99,0,1,0,0,0,0,0,0,99,27709uniqui_unicolor_qui_Caribbean,unicolor
100,0,1,0,0,0,0,0,0,100,20126unibel_unicolor_bel_Caribbean,unicolor
101,0,1,0,0,0,0,0,0,101,20644abehon_aberrans_hon_Caribbean,aberrans
102,0,1,0,0,0,0,0,0,102,20608nighon_nigricans_hon_Caribbean,nigricans
103,0,1,0,0,0,0,0,0,103,18452abeboc_aberrans_boc_Caribbean,aberrans
104,0,1,0,0,0,0,0,0,104,20600nighon_nigricans_hon_Caribbean,nigricans
105,0,1,0,0,0,0,0,0,105,18172puebel_puella_bel_Caribbean,puella
106,0,1,0,0,0,0,0,0,106,20599nighon_nigricans_hon_Caribbean,nigricans
107,0,1,0,0,0,0,0,0,107,20425abehon_aberrans_hon_Caribbean,aberrans
108,0,1,0,0,0,0,0,0,108,20602nighon_nigricans_hon_Caribbean,nigricans
109,0,1,0,0,0,0,0,0,109,18909nigboc_nigricans_boc_Caribbean,nigricans
110,0,1,0,0,0,0,0,0,110,23322affboc_affinis_boc_Caribbean,affinis
111,0,1,0,0,0,0,0,0,111,29137nigqui_nigricans_qui_Caribbean,nigricans
112,0,1,0,0,0,0,0,0,112,18158nigbel_nigricans_bel_Caribbean,nigricans
113,0,1,0,0,0,0,0,0,113,18165nigbel_nigricans_bel_Caribbean,nigricans
114,0,0,0,1,0,0,0,0,114,PL17_149nigflk_nigricans_flk_GulfofMexico,nigricans
115,0,1,0,0,0,0,0,0,115,PL17_124maybel_maya_bel_Caribbean,maya
116,0,1,0,0,0,0,0,0,116,20696ranhon_randallorum_hon_Caribbean,randallorum
117,0,1,0,0,0,0,0,0,117,18267unibel_unicolor_bel_Caribbean,unicolor
118,0,1,0,0,0,0,0,0,118,20435chlhon_chlorurus_hon_Caribbean,chlorurus
119,0,1,0,0,0,0,0,0,119,20567unihon_unicolor_hon_Caribbean,unicolor
120,0,0,1,0,0,0,0,0,120,HypoHaiti2libhai_liberte_hai_Atlantic,liberte
121,0,1,0,0,0,0,0,0,121,20892ranhon_randallorum_hon_Caribbean,randallorum
122,0,1,0,0,0,0,0,0,122,18180puebel_puella_bel_Caribbean,puella
123,0,1,0,0,0,0,0,0,123,18276unibel_unicolor_bel_Caribbean,unicolor
124,0,1,0,0,0,0,0,0,124,18178puebel_puella_bel_Caribbean,puella
125,0,1,0,0,0,0,0,0,125,20562unihon_unicolor_hon_Caribbean,unicolor
126,0,1,0,0,0,0,0,0,126,28939puequi_puella_qui_Caribbean,puella
127,0,1,0,0,0,0,0,0,127,18154puebel_puella_bel_Caribbean,puella
128,0,1,0,0,0,0,0,0,128,18493abebel_aberrans_bel_Caribbean,aberrans
129,0,1,0,0,0,0,0,0,129,18159nigbel_nigricans_bel_Caribbean,nigricans
130,0,1,0,0,0,0,0,0,130,18492abebel_aberrans_bel_Caribbean,aberrans
131,0,1,0,0,0,0,0,0,131,PL17_111indbel_indigo_bel_Caribbean,indigo
132,0,0,0,1,0,0,0,0,132,PL17_155pueflk_puella_flk_GulfofMexico,puella
133,0,1,0,0,0,0,0,0,133,PL17_98indbel_indigo_bel_Caribbean,indigo
134,0,1,0,0,0,0,0,0,134,29213indqui_indigo_qui_Caribbean,indigo
135,0,1,0,0,0,0,0,0,135,20757indhon_indigo_hon_Caribbean,indigo
136,0,0,1,0,0,0,0,0,136,PL17_35indpri_indigo_pri_Atlantic,indigo
137,0,1,0,0,0,0,0,0,137,20571unihon_unicolor_hon_Caribbean,unicolor
138,0,1,0,0,0,0,0,0,138,20558puehon_puella_hon_Caribbean,puella
139,0,0,0,1,0,0,0,0,139,PL17_159pueflk_puella_flk_GulfofMexico,puella
140,0,1,0,0,0,0,0,0,140,20564unihon_unicolor_hon_Caribbean,unicolor
141,0,1,0,0,0,0,0,0,141,20607nighon_nigricans_hon_Caribbean,nigricans
142,0,1,0,0,0,0,0,0,142,20563unihon_unicolor_hon_Caribbean,unicolor
143,0,1,0,0,0,0,0,0,143,20604nighon_nigricans_hon_Caribbean,nigricans
144,0,1,0,0,0,0,0,0,144,18419pueboc_puella_boc_Caribbean,puella
145,0,1,0,0,0,0,0,0,145,20606nighon_nigricans_hon_Caribbean,nigricans
146,0,1,0,0,0,0,0,0,146,20561unihon_unicolor_hon_Caribbean,unicolor
147,0,1,0,0,0,0,0,0,147,PL17_125ranbel_randallorum_bel_Caribbean,randallorum
148,0,1,0,0,0,0,0,0,148,19519affgun_affinis_gun_Caribbean,affinis
149,0,1,0,0,0,0,0,0,149,19105niggun_nigricans_gun_Caribbean,nigricans
150,0,1,0,0,0,0,0,0,150,18949abegun_aberrans_gun_Caribbean,aberrans
151,0,1,0,0,0,0,0,0,151,19131niggun_nigricans_gun_Caribbean,nigricans
152,0,1,0,0,0,0,0,0,152,18917pueboc_puella_boc_Caribbean,puella
153,0,1,0,0,0,0,0,0,153,18429pueboc_puella_boc_Caribbean,puella
154,0,1,0,0,0,0,0,0,154,18422pueboc_puella_boc_Caribbean,puella
155,0,1,0,0,0,0,0,0,155,18912pueboc_puella_boc_Caribbean,puella
156,0,1,0,0,0,0,0,0,156,28389abeboc_aberrans_boc_Caribbean,aberrans
157,0,1,0,0,0,0,0,0,157,18430pueboc_puella_boc_Caribbean,puella
158,0,1,0,0,0,0,0,0,158,18986affboc_affinis_boc_Caribbean,affinis
159,0,1,0,0,0,0,0,0,159,19150niggun_nigricans_gun_Caribbean,nigricans
160,0,1,0,0,0,0,0,0,160,20896ranhon_randallorum_hon_Caribbean,randallorum
161,0,1,0,0,0,0,0,0,161,20609nighon_nigricans_hon_Caribbean,nigricans
162,0,1,0,0,0,0,0,0,162,20862abehon_aberrans_hon_Caribbean,aberrans
163,0,1,0,0,0,0,0,0,163,19106puegun_puella_gun_Caribbean,puella
164,0,1,0,0,0,0,0,0,164,19708abegun_aberrans_gun_Caribbean,aberrans
165,0,1,0,0,0,0,0,0,165,20433abehon_aberrans_hon_Caribbean,aberrans
166,0,1,0,0,0,0,0,0,166,20635puehon_puella_hon_Caribbean,puella
167,0,1,0,0,0,0,0,0,167,18161puebel_puella_bel_Caribbean,puella
168,0,1,0,0,0,0,0,0,168,19108puegun_puella_gun_Caribbean,puella
169,0,1,0,0,0,0,0,0,169,20610nighon_nigricans_hon_Caribbean,nigricans
