20568unihon 1.000000
20571unihon 1.000000
20572unihon 1.000000
20599nighon 1.000000
20600nighon 1.000000
20601nighon 1.000000
20602nighon 1.000000
20603nighon 1.000000
20604nighon 1.000000
20605nighon 1.000000
20606nighon 1.000000
20607nighon 1.000000
20608nighon 1.000000
20609nighon 1.000000
20610nighon 1.000000
20613ranhon 1.000000
20615gumhon 1.000000
20617gumhon 1.000000
20625puehon 1.000000
20633puehon 1.000000
20635puehon 1.000000
20638puehon 1.000000
20641gumhon 1.000000
20642gumhon 1.000000
20643gumhon 1.000000
20644abehon 1.000000
20650prohon 1.000000
20696ranhon 1.000000
20751guthon 1.000000
20757indhon 1.000000
20759abehon 1.000000
20761abehon 1.000000
20762abehon 1.000000
20845prohon 1.000000
20846prohon 1.000000
20861abehon 1.000000
20862abehon 1.000000
20864abehon 1.000000
20866abehon 1.000000
20867abehon 1.000000
20892ranhon 1.000000
20893ranhon 1.000000
20894ranhon 1.000000
20896ranhon 1.000000
20922ranhon 1.000000
20923ranhon 1.000000
20980ranhon 1.000000
23301gumboc 1.000000
23318gutboc 1.000000
23322affboc 1.000000
27698abequi 1.000000
27707uniqui 1.000000
27709uniqui 1.000000
27936atltam 1.000000
28366gumboc 1.000000
28389abeboc 1.000000
28713puequi 1.000000
28939puequi 1.000000
29137nigqui 1.000000
29212indqui 1.000000
29213indqui 1.000000
30001nigqui 1.000000
33023nigqui 1.000000
52988atltam 1.000000
52989atltam 1.000000
52990atltam 1.000000
54649casliz 1.000000
54650casliz 1.000000
54689atlliz 1.000000
54761atlliz 1.000000
54786atlliz 1.000000
54849atlliz 1.000000
62263pueala 1.000000
62264pueala 1.000000
62515gemarc 1.000000
62549ecoarc 1.000000
62550abearc 1.000000
62551abearc 1.000000
62552abearc 1.000000
62553gemarc 1.000000
62555esparc 1.000000
62556ecoarc 1.000000
62558floarc 1.000000
62559floarc 1.000000
62560floarc 1.000000
62562ranarc 1.000000
62570gemarc 1.000000
62571esparc 1.000000
62575ranarc 1.000000
62576ecoarc 1.000000
62577puearc 1.000000
62585esparc 1.000000
62948puearc 1.000000
62953puearc 1.000000
FL0318indpri 1.000000
FL0324tanpri 1.000000
FL0331chlpri 1.000000
FL0835prosan 1.000000
FL0836gutsan 1.000000
FL0839abesan 1.000000
FL0880ransan 1.000000
HypoHaiti1libhai 1.000000
HypoHaiti2libhai 1.000000
HypoHaiti3libhai 1.000000
PL17_101maybel 1.000000
PL17_111indbel 1.000000
PL17_119maybel 1.000000
PL17_120maybel 1.000000
PL17_121maybel 1.000000
PL17_122maybel 1.000000
PL17_123maybel 1.000000
PL17_124maybel 1.000000
PL17_125ranbel 1.000000
PL17_126maybel 1.000000
PL17_134uniflk 1.000000
PL17_135uniflk 1.000000
PL17_136uniflk 1.000000
PL17_137uniflk 1.000000
PL17_138uniflk 1.000000
PL17_139pueflk 1.000000
PL17_140uniflk 1.000000
PL17_141uniflk 1.000000
PL17_142gemflk 1.000000
PL17_143uniflk 1.000000
PL17_144gemflk 1.000000
PL17_145gemflk 1.000000
PL17_148gemflk 1.000000
PL17_149nigflk 1.000000
PL17_153gemflk 1.000000
PL17_155pueflk 1.000000
PL17_157pueflk 1.000000
PL17_159pueflk 1.000000
PL17_160floflk 1.000000
PL17_23tanpri 1.000000
PL17_35indpri 1.000000
PL17_37chlpri 1.000000
PL17_38chlpri 1.000000
PL17_39chlpri 1.000000
PL17_40chlpri 1.000000
PL17_41chlpri 1.000000
PL17_42chlpri 1.000000
PL17_43chlpri 1.000000
PL17_44chlpri 1.000000
PL17_50puepri 1.000000
PL17_53puepri 1.000000
PL17_54puepri 1.000000
PL17_55unipri 1.000000
PL17_56tanpri 1.000000
PL17_57puepri 1.000000
PL17_60puepri 1.000000
PL17_62chlpri 1.000000
PL17_63unipri 1.000000
PL17_64indpri 1.000000
PL17_65puepri 1.000000
PL17_66unipri 1.000000
PL17_67unipri 1.000000
PL17_68gutpri 1.000000
PL17_69puepri 1.000000
PL17_70unipri 1.000000
PL17_71tanpri 1.000000
PL17_72tanpri 1.000000
PL17_73unipri 1.000000
PL17_74unipri 1.000000
PL17_75abepri 1.000000
PL17_76tanpri 1.000000
PL17_77unipri 1.000000
PL17_79abepri 1.000000
PL17_82puepri 1.000000
PL17_85indpri 1.000000
PL17_86chlpri 1.000000
PL17_88abebel 1.000000
PL17_89maybel 1.000000
PL17_95maybel 1.000000
PL17_98indbel 1.000000
Ross1gemare 1.000000
Ross2abeare 1.000000
Ross3pueare 1.000000
